"Date of Landing","Lot_ID","Product_Desc","Quantity","Harvesting_Details","Lot_ID_Desc","Outbreak"
"2022-02-16",9811,"Item",787,"Tippecanoe Lake","LOT9811 2022-02-16 Tippecanoe Lake","yes"
"2021-11-10",7823,"Lump Crab Meat",648,"Silver Lake Regional Park","LOT7823 2021-11-10 Silver Lake Regional Park","yes"
"2021-08-16",3358,"Angel_Fish",335,"Lake Birchwood","LOT3358 2021-08-16 Lake Birchwood","no"
"2022-11-19",8583,"Claws Crab Meat",701,"Fishing Pier","LOT8583 2022-11-19 Fishing Pier","yes"
"2022-10-09",5452,"Frog_fish",482,"Beaverdam Creek","LOT5452 2022-10-09 Beaverdam Creek","no"
"2022-01-06",9668,"Item",777,"Tippecanoe Lake","LOT9668 2022-01-06 Tippecanoe Lake","yes"
"2022-10-04",8868,"Claws Crab Meat",721,"Aldred Pond","LOT8868 2022-10-04 Aldred Pond","yes"
"2021-08-30",8910,"Claws Crab Meat",724,"Aldred Pond","LOT8910 2021-08-30 Aldred Pond","yes"
"2022-11-06",4697,"Cat_Fish",429,"Quail Ridge Lake Access","LOT4697 2022-11-06 Quail Ridge Lake Access","no"
"2021-08-11",1987,"Lobster",239,"Scout high point fishing","LOT1987 2021-08-11 Scout high point fishing","no"
"2021-12-31",2929,"White_Fish",305,"Feild Point Fishing","LOT2929 2021-12-31 Feild Point Fishing","no"
"2022-03-25",6735,"Red_Snaper_Fish",571,"Horsepen Pond","LOT6735 2022-03-25 Horsepen Pond","no"
"2022-06-02",6139,"Gold Fish",530,"Bullfrog Fishing Hole","LOT6139 2022-06-02 Bullfrog Fishing Hole","no"
"2021-12-02",3069,"White_Fish",315,"Feild Point Fishing","LOT3069 2021-12-02 Feild Point Fishing","no"
"2023-03-18",7185,"Jumbo Lump Crab MEat",603,"Windmill Pond","LOT7185 2023-03-18 Windmill Pond","yes"
"2022-03-23",9611,"Item",773,"Tippecanoe Lake","LOT9611 2022-03-23 Tippecanoe Lake","yes"
"2022-08-04",4696,"Cat_Fish",429,"Quail Ridge Lake Access","LOT4696 2022-08-04 Quail Ridge Lake Access","no"
"2021-11-17",3976,"Ballon_Fish",378,"DragonFLy Park","LOT3976 2021-11-17 DragonFLy Park","no"
"2022-09-24",8060,"Cocktail Claws Carb Meat",664,"Silver Lake Regional Park","LOT8060 2022-09-24 Silver Lake Regional Park","yes"
"2022-09-03",206,"Salmon",114,"Outshore Fishing Area","LOT206 2022-09-03 Outshore Fishing Area","no"
"2022-03-03",440,"Salmon",131,"Outshore Fishing Area","LOT440 2022-03-03 Outshore Fishing Area","no"
"2023-01-11",4216,"Cat_Fish",395,"DragonFLy Park","LOT4216 2023-01-11 DragonFLy Park","no"
"2023-03-17",5367,"Frog_fish",476,"Beaverdam Creek","LOT5367 2023-03-17 Beaverdam Creek","no"
"2021-10-06",9603,"Item",772,"Tippecanoe Lake","LOT9603 2021-10-06 Tippecanoe Lake","yes"
"2022-04-20",1397,"Crab or Crab Meat",198,"Camp Area Fishing","LOT1397 2022-04-20 Camp Area Fishing","no"
"2022-09-05",2207,"Tuna",254,"Scout high point fishing","LOT2207 2022-09-05 Scout high point fishing","no"
"2021-08-25",4244,"Cat_Fish",397,"DragonFLy Park","LOT4244 2021-08-25 DragonFLy Park","no"
"2021-08-20",1153,"Crab or Crab Meat",181,"Pond Area Fishing","LOT1153 2021-08-20 Pond Area Fishing","no"
"2022-08-06",6241,"Gold Fish",537,"Bullfrog Fishing Hole","LOT6241 2022-08-06 Bullfrog Fishing Hole","no"
"2023-03-04",7304,"Jumbo Lump Crab MEat",611,"Windmill Pond","LOT7304 2023-03-04 Windmill Pond","yes"
"2022-05-03",5848,"Gold Fish",509,"Bullfrog Fishing Hole","LOT5848 2022-05-03 Bullfrog Fishing Hole","no"
"2023-03-13",1292,"Crab or Crab Meat",190,"Camp Area Fishing","LOT1292 2023-03-13 Camp Area Fishing","no"
"2021-09-06",2554,"Tuna",279,"Feild Point Fishing","LOT2554 2021-09-06 Feild Point Fishing","no"
"2022-01-20",3383,"Angel_Fish",337,"Lake Birchwood","LOT3383 2022-01-20 Lake Birchwood","no"
"2022-01-04",4616,"Cat_Fish",423,"Quail Ridge Lake Access","LOT4616 2022-01-04 Quail Ridge Lake Access","no"
"2022-01-13",5982,"Gold Fish",519,"Bullfrog Fishing Hole","LOT5982 2022-01-13 Bullfrog Fishing Hole","no"
"2021-10-03",3786,"Ballon_Fish",365,"DragonFLy Park","LOT3786 2021-10-03 DragonFLy Park","no"
"2021-09-11",7505,"Lump Crab Meat",625,"Silver Lake Regional Park","LOT7505 2021-09-11 Silver Lake Regional Park","yes"
"2023-01-30",5056,"File_Fish",454,"Beaverdam Creek","LOT5056 2023-01-30 Beaverdam Creek","no"
"2022-07-23",8757,"Claws Crab Meat",713,"Aldred Pond","LOT8757 2022-07-23 Aldred Pond","yes"
"2022-06-04",3412,"Angel_Fish",339,"Lake Birchwood","LOT3412 2022-06-04 Lake Birchwood","no"
"2022-08-23",1026,"Shrimp",172,"Pond Area Fishing","LOT1026 2022-08-23 Pond Area Fishing","no"
"2023-03-18",9018,"COLOSSAL LUMP crab Meat",731,"Aldred Pond","LOT9018 2023-03-18 Aldred Pond","yes"
"2021-09-08",9163,"COLOSSAL LUMP crab Meat",741,"Aldred Pond","LOT9163 2021-09-08 Aldred Pond","yes"
"2021-12-19",7894,"Lump Crab Meat",653,"Silver Lake Regional Park","LOT7894 2021-12-19 Silver Lake Regional Park","yes"
"2022-02-02",4646,"Cat_Fish",425,"Quail Ridge Lake Access","LOT4646 2022-02-02 Quail Ridge Lake Access","no"
"2022-12-01",5174,"File_Fish",462,"Beaverdam Creek","LOT5174 2022-12-01 Beaverdam Creek","no"
"2022-10-21",8414,"Cocktail Claws Carb Meat",689,"Fishing Pier","LOT8414 2022-10-21 Fishing Pier","yes"
"2022-03-28",1003,"Shrimp",170,"Pond Area Fishing","LOT1003 2022-03-28 Pond Area Fishing","no"
"2021-10-24",3386,"Angel_Fish",337,"Lake Birchwood","LOT3386 2021-10-24 Lake Birchwood","no"
"2023-02-06",6051,"Gold Fish",524,"Bullfrog Fishing Hole","LOT6051 2023-02-06 Bullfrog Fishing Hole","no"
"2022-01-23",2459,"Tuna",272,"Scout high point fishing","LOT2459 2022-01-23 Scout high point fishing","no"
"2022-09-20",834,"Shrimp",158,"Pond Area Fishing","LOT834 2022-09-20 Pond Area Fishing","no"
"2022-03-26",2228,"Tuna",256,"Scout high point fishing","LOT2228 2022-03-26 Scout high point fishing","no"
"2022-01-14",4378,"Cat_Fish",406,"Quail Ridge Lake Access","LOT4378 2022-01-14 Quail Ridge Lake Access","no"
"2021-07-21",1336,"Crab or Crab Meat",193,"Camp Area Fishing","LOT1336 2021-07-21 Camp Area Fishing","no"
"2023-02-04",7399,"Lump Crab Meat",618,"Windmill Pond","LOT7399 2023-02-04 Windmill Pond","yes"
"2022-05-26",8259,"Cocktail Claws Carb Meat",678,"Fishing Pier","LOT8259 2022-05-26 Fishing Pier","yes"
"2021-10-23",9716,"Item",780,"Tippecanoe Lake","LOT9716 2021-10-23 Tippecanoe Lake","yes"
"2023-02-06",7695,"Lump Crab Meat",639,"Silver Lake Regional Park","LOT7695 2023-02-06 Silver Lake Regional Park","yes"
"2022-06-19",3079,"White_Fish",315,"Feild Point Fishing","LOT3079 2022-06-19 Feild Point Fishing","no"
"2022-11-05",556,"Shrimp",139,"Outshore Fishing Area","LOT556 2022-11-05 Outshore Fishing Area","no"
"2022-03-19",8413,"Cocktail Claws Carb Meat",689,"Fishing Pier","LOT8413 2022-03-19 Fishing Pier","yes"
"2022-08-08",6652,"Red_Snaper_Fish",566,"Horsepen Pond","LOT6652 2022-08-08 Horsepen Pond","no"
"2022-01-27",407,"Salmon",128,"Outshore Fishing Area","LOT407 2022-01-27 Outshore Fishing Area","no"
"2022-04-18",4751,"File_Fish",433,"Quail Ridge Lake Access","LOT4751 2022-04-18 Quail Ridge Lake Access","no"
"2022-03-12",4751,"File_Fish",433,"Quail Ridge Lake Access","LOT4751 2022-03-12 Quail Ridge Lake Access","no"
"2022-06-11",3778,"Ballon_Fish",364,"DragonFLy Park","LOT3778 2022-06-11 DragonFLy Park","no"
"2022-02-05",1671,"Lobster",217,"Camp Area Fishing","LOT1671 2022-02-05 Camp Area Fishing","no"
"2022-11-16",5271,"Frog_fish",469,"Beaverdam Creek","LOT5271 2022-11-16 Beaverdam Creek","no"
"2022-04-06",8836,"Claws Crab Meat",719,"Aldred Pond","LOT8836 2022-04-06 Aldred Pond","yes"
"2022-03-20",7956,"Cocktail Claws Carb Meat",657,"Silver Lake Regional Park","LOT7956 2022-03-20 Silver Lake Regional Park","yes"
"2021-10-20",2653,"White_Fish",286,"Feild Point Fishing","LOT2653 2021-10-20 Feild Point Fishing","no"
"2021-08-04",4533,"Cat_Fish",417,"Quail Ridge Lake Access","LOT4533 2021-08-04 Quail Ridge Lake Access","no"
"2022-08-03",7256,"Jumbo Lump Crab MEat",608,"Windmill Pond","LOT7256 2022-08-03 Windmill Pond","yes"
"2022-11-15",1079,"Crab or Crab Meat",175,"Pond Area Fishing","LOT1079 2022-11-15 Pond Area Fishing","no"
"2021-09-14",8418,"Cocktail Claws Carb Meat",689,"Fishing Pier","LOT8418 2021-09-14 Fishing Pier","yes"
"2022-01-30",5087,"File_Fish",456,"Beaverdam Creek","LOT5087 2022-01-30 Beaverdam Creek","no"
"2021-11-12",5806,"Gold Fish",506,"Bullfrog Fishing Hole","LOT5806 2021-11-12 Bullfrog Fishing Hole","no"
"2022-01-08",7102,"Jumbo Lump Crab MEat",597,"Windmill Pond","LOT7102 2022-01-08 Windmill Pond","yes"
"2021-07-22",2578,"Tuna",280,"Feild Point Fishing","LOT2578 2021-07-22 Feild Point Fishing","no"
"2023-02-05",7618,"Lump Crab Meat",633,"Silver Lake Regional Park","LOT7618 2023-02-05 Silver Lake Regional Park","yes"
"2022-05-19",9722,"Item",781,"Tippecanoe Lake","LOT9722 2022-05-19 Tippecanoe Lake","yes"
"2022-11-11",8880,"Claws Crab Meat",722,"Aldred Pond","LOT8880 2022-11-11 Aldred Pond","yes"
"2022-01-01",2654,"White_Fish",286,"Feild Point Fishing","LOT2654 2022-01-01 Feild Point Fishing","no"
"2022-12-07",5000,"File_Fish",450,"Quail Ridge Lake Access","LOT5000 2022-12-07 Quail Ridge Lake Access","no"
"2022-04-06",5740,"Frog_fish",502,"Bullfrog Fishing Hole","LOT5740 2022-04-06 Bullfrog Fishing Hole","no"
"2022-08-01",2334,"Tuna",263,"Scout high point fishing","LOT2334 2022-08-01 Scout high point fishing","no"
"2022-07-15",3269,"Angel_Fish",329,"Lake Birchwood","LOT3269 2022-07-15 Lake Birchwood","no"
"2022-10-21",213,"Salmon",115,"Outshore Fishing Area","LOT213 2022-10-21 Outshore Fishing Area","no"
"2022-12-19",2045,"Lobster",243,"Scout high point fishing","LOT2045 2022-12-19 Scout high point fishing","no"
"2022-09-09",4044,"Ballon_Fish",383,"DragonFLy Park","LOT4044 2022-09-09 DragonFLy Park","no"
"2023-02-26",5782,"Frog_fish",505,"Bullfrog Fishing Hole","LOT5782 2023-02-26 Bullfrog Fishing Hole","no"
"2022-05-01",3779,"Ballon_Fish",364,"DragonFLy Park","LOT3779 2022-05-01 DragonFLy Park","no"
"2021-11-22",6721,"Red_Snaper_Fish",570,"Horsepen Pond","LOT6721 2021-11-22 Horsepen Pond","no"
"2022-07-20",152,"Salmon",111,"Outshore Fishing Area","LOT152 2022-07-20 Outshore Fishing Area","no"
"2022-01-14",7649,"Lump Crab Meat",635,"Silver Lake Regional Park","LOT7649 2022-01-14 Silver Lake Regional Park","yes"
"2023-01-27",4663,"Cat_Fish",426,"Quail Ridge Lake Access","LOT4663 2023-01-27 Quail Ridge Lake Access","no"
"2021-08-06",2649,"White_Fish",285,"Feild Point Fishing","LOT2649 2021-08-06 Feild Point Fishing","no"
"2022-03-03",1549,"Crab or Crab Meat",208,"Camp Area Fishing","LOT1549 2022-03-03 Camp Area Fishing","no"
"2023-01-31",7345,"Jumbo Lump Crab MEat",614,"Windmill Pond","LOT7345 2023-01-31 Windmill Pond","yes"
"2022-07-24",7014,"Jumbo Lump Crab MEat",591,"Windmill Pond","LOT7014 2022-07-24 Windmill Pond","yes"
"2022-11-03",6981,"Jumbo Lump Crab MEat",589,"Windmill Pond","LOT6981 2022-11-03 Windmill Pond","no"
"2021-08-29",2820,"White_Fish",297,"Feild Point Fishing","LOT2820 2021-08-29 Feild Point Fishing","no"
"2022-06-10",971,"Shrimp",168,"Pond Area Fishing","LOT971 2022-06-10 Pond Area Fishing","no"
"2022-10-25",4058,"Ballon_Fish",384,"DragonFLy Park","LOT4058 2022-10-25 DragonFLy Park","no"
"2022-07-21",6299,"Gold Fish",541,"Horsepen Pond","LOT6299 2022-07-21 Horsepen Pond","no"
"2022-01-03",78,"Salmon",105,"Outshore Fishing Area","LOT78 2022-01-03 Outshore Fishing Area","no"
"2022-08-10",4816,"File_Fish",437,"Quail Ridge Lake Access","LOT4816 2022-08-10 Quail Ridge Lake Access","no"
"2021-10-10",9521,"Item",766,"Tippecanoe Lake","LOT9521 2021-10-10 Tippecanoe Lake","yes"
"2022-11-29",4329,"Cat_Fish",403,"DragonFLy Park","LOT4329 2022-11-29 DragonFLy Park","no"
"2023-01-08",5950,"Gold Fish",516,"Bullfrog Fishing Hole","LOT5950 2023-01-08 Bullfrog Fishing Hole","no"
"2022-04-25",4103,"Ballon_Fish",387,"DragonFLy Park","LOT4103 2022-04-25 DragonFLy Park","no"
"2021-07-23",6499,"Red_Snaper_Fish",555,"Horsepen Pond","LOT6499 2021-07-23 Horsepen Pond","no"
"2023-03-06",7729,"Lump Crab Meat",641,"Silver Lake Regional Park","LOT7729 2023-03-06 Silver Lake Regional Park","yes"
"2023-02-24",8314,"Cocktail Claws Carb Meat",682,"Fishing Pier","LOT8314 2023-02-24 Fishing Pier","yes"
"2022-09-24",1875,"Lobster",231,"Camp Area Fishing","LOT1875 2022-09-24 Camp Area Fishing","no"
"2021-10-04",3381,"Angel_Fish",337,"Lake Birchwood","LOT3381 2021-10-04 Lake Birchwood","no"
"2022-08-20",6860,"Jumbo Lump Crab MEat",580,"Horsepen Pond","LOT6860 2022-08-20 Horsepen Pond","no"
"2022-09-03",3051,"White_Fish",314,"Feild Point Fishing","LOT3051 2022-09-03 Feild Point Fishing","no"
"2021-09-15",3593,"Angel_Fish",351,"Lake Birchwood","LOT3593 2021-09-15 Lake Birchwood","no"
"2023-01-23",6611,"Red_Snaper_Fish",563,"Horsepen Pond","LOT6611 2023-01-23 Horsepen Pond","no"
"2022-08-17",2657,"White_Fish",286,"Feild Point Fishing","LOT2657 2022-08-17 Feild Point Fishing","no"
"2022-09-07",114,"Salmon",108,"Outshore Fishing Area","LOT114 2022-09-07 Outshore Fishing Area","no"
"2023-01-23",2370,"Tuna",266,"Scout high point fishing","LOT2370 2023-01-23 Scout high point fishing","no"
"2022-08-25",408,"Salmon",128,"Outshore Fishing Area","LOT408 2022-08-25 Outshore Fishing Area","no"
"2022-02-10",7818,"Lump Crab Meat",647,"Silver Lake Regional Park","LOT7818 2022-02-10 Silver Lake Regional Park","yes"
"2021-09-16",6480,"Red_Snaper_Fish",554,"Horsepen Pond","LOT6480 2021-09-16 Horsepen Pond","no"
"2021-10-26",6966,"Jumbo Lump Crab MEat",588,"Windmill Pond","LOT6966 2021-10-26 Windmill Pond","no"
"2022-05-04",4297,"Cat_Fish",401,"DragonFLy Park","LOT4297 2022-05-04 DragonFLy Park","no"
"2023-01-08",314,"Salmon",122,"Outshore Fishing Area","LOT314 2023-01-08 Outshore Fishing Area","no"
"2022-02-10",9204,"COLOSSAL LUMP crab Meat",744,"Aldred Pond","LOT9204 2022-02-10 Aldred Pond","yes"
"2021-12-16",9702,"Item",779,"Tippecanoe Lake","LOT9702 2021-12-16 Tippecanoe Lake","yes"
"2023-02-21",345,"Salmon",124,"Outshore Fishing Area","LOT345 2023-02-21 Outshore Fishing Area","no"
"2022-05-24",9939,"Item",796,"Tippecanoe Lake","LOT9939 2022-05-24 Tippecanoe Lake","yes"
"2021-09-29",6694,"Red_Snaper_Fish",569,"Horsepen Pond","LOT6694 2021-09-29 Horsepen Pond","no"
"2023-01-19",4244,"Cat_Fish",397,"DragonFLy Park","LOT4244 2023-01-19 DragonFLy Park","no"
"2023-01-06",3305,"Angel_Fish",331,"Lake Birchwood","LOT3305 2023-01-06 Lake Birchwood","no"
"2023-03-08",4077,"Ballon_Fish",385,"DragonFLy Park","LOT4077 2023-03-08 DragonFLy Park","no"
"2022-03-30",6596,"Red_Snaper_Fish",562,"Horsepen Pond","LOT6596 2022-03-30 Horsepen Pond","no"
"2022-10-18",3855,"Ballon_Fish",370,"DragonFLy Park","LOT3855 2022-10-18 DragonFLy Park","no"
"2022-10-22",8554,"Claws Crab Meat",699,"Fishing Pier","LOT8554 2022-10-22 Fishing Pier","yes"
"2021-09-09",7148,"Jumbo Lump Crab MEat",600,"Windmill Pond","LOT7148 2021-09-09 Windmill Pond","yes"
"2021-12-29",4227,"Cat_Fish",396,"DragonFLy Park","LOT4227 2021-12-29 DragonFLy Park","no"
"2022-08-30",9172,"COLOSSAL LUMP crab Meat",742,"Aldred Pond","LOT9172 2022-08-30 Aldred Pond","yes"
"2021-09-27",4632,"Cat_Fish",424,"Quail Ridge Lake Access","LOT4632 2021-09-27 Quail Ridge Lake Access","no"
"2023-02-15",9314,"COLOSSAL LUMP crab Meat",752,"Aldred Pond","LOT9314 2023-02-15 Aldred Pond","yes"
"2022-03-17",6350,"Red_Snaper_Fish",544,"Horsepen Pond","LOT6350 2022-03-17 Horsepen Pond","no"
"2021-12-14",802,"Shrimp",156,"Pond Area Fishing","LOT802 2021-12-14 Pond Area Fishing","no"
"2023-01-01",9516,"Item",766,"Tippecanoe Lake","LOT9516 2023-01-01 Tippecanoe Lake","yes"
"2023-03-05",3945,"Ballon_Fish",376,"DragonFLy Park","LOT3945 2023-03-05 DragonFLy Park","no"
"2022-05-07",1294,"Crab or Crab Meat",191,"Camp Area Fishing","LOT1294 2022-05-07 Camp Area Fishing","no"
"2023-03-03",6113,"Gold Fish",528,"Bullfrog Fishing Hole","LOT6113 2023-03-03 Bullfrog Fishing Hole","no"
"2022-05-08",2303,"Tuna",261,"Scout high point fishing","LOT2303 2022-05-08 Scout high point fishing","no"
"2021-12-02",30,"Salmon",102,"Outshore Fishing Area","LOT30 2021-12-02 Outshore Fishing Area","no"
"2022-05-03",7879,"Lump Crab Meat",651,"Silver Lake Regional Park","LOT7879 2022-05-03 Silver Lake Regional Park","yes"
"2022-05-24",1506,"Crab or Crab Meat",205,"Camp Area Fishing","LOT1506 2022-05-24 Camp Area Fishing","no"
"2022-05-30",4903,"File_Fish",443,"Quail Ridge Lake Access","LOT4903 2022-05-30 Quail Ridge Lake Access","no"
"2021-09-14",5343,"Frog_fish",474,"Beaverdam Creek","LOT5343 2021-09-14 Beaverdam Creek","no"
"2021-12-29",2453,"Tuna",272,"Scout high point fishing","LOT2453 2021-12-29 Scout high point fishing","no"
"2023-03-16",1089,"Crab or Crab Meat",176,"Pond Area Fishing","LOT1089 2023-03-16 Pond Area Fishing","no"
"2022-05-19",1566,"Crab or Crab Meat",210,"Camp Area Fishing","LOT1566 2022-05-19 Camp Area Fishing","no"
"2023-02-09",8425,"Claws Crab Meat",690,"Fishing Pier","LOT8425 2023-02-09 Fishing Pier","yes"
"2023-02-10",5439,"Frog_fish",481,"Beaverdam Creek","LOT5439 2023-02-10 Beaverdam Creek","no"
"2022-09-29",258,"Salmon",118,"Outshore Fishing Area","LOT258 2022-09-29 Outshore Fishing Area","no"
"2022-06-17",7536,"Lump Crab Meat",627,"Silver Lake Regional Park","LOT7536 2022-06-17 Silver Lake Regional Park","yes"
"2022-04-10",2703,"White_Fish",289,"Feild Point Fishing","LOT2703 2022-04-10 Feild Point Fishing","no"
"2022-09-07",6222,"Gold Fish",536,"Bullfrog Fishing Hole","LOT6222 2022-09-07 Bullfrog Fishing Hole","no"
"2023-02-13",7958,"Cocktail Claws Carb Meat",657,"Silver Lake Regional Park","LOT7958 2023-02-13 Silver Lake Regional Park","yes"
"2021-10-11",2056,"Lobster",244,"Scout high point fishing","LOT2056 2021-10-11 Scout high point fishing","no"
"2021-08-08",3974,"Ballon_Fish",378,"DragonFLy Park","LOT3974 2021-08-08 DragonFLy Park","no"
"2021-11-16",7980,"Cocktail Claws Carb Meat",659,"Silver Lake Regional Park","LOT7980 2021-11-16 Silver Lake Regional Park","yes"
"2021-12-26",4557,"Cat_Fish",419,"Quail Ridge Lake Access","LOT4557 2021-12-26 Quail Ridge Lake Access","no"
"2022-12-20",4999,"File_Fish",450,"Quail Ridge Lake Access","LOT4999 2022-12-20 Quail Ridge Lake Access","no"
"2022-12-15",3322,"Angel_Fish",332,"Lake Birchwood","LOT3322 2022-12-15 Lake Birchwood","no"
"2022-06-01",2075,"Lobster",245,"Scout high point fishing","LOT2075 2022-06-01 Scout high point fishing","no"
"2023-02-27",3197,"Angel_Fish",324,"Lake Birchwood","LOT3197 2023-02-27 Lake Birchwood","no"
"2021-11-08",940,"Shrimp",166,"Pond Area Fishing","LOT940 2021-11-08 Pond Area Fishing","no"
"2022-11-07",1110,"Crab or Crab Meat",178,"Pond Area Fishing","LOT1110 2022-11-07 Pond Area Fishing","no"
"2023-01-12",5021,"File_Fish",451,"Beaverdam Creek","LOT5021 2023-01-12 Beaverdam Creek","no"
"2022-03-02",1277,"Crab or Crab Meat",189,"Camp Area Fishing","LOT1277 2022-03-02 Camp Area Fishing","no"
"2021-10-30",9211,"COLOSSAL LUMP crab Meat",745,"Aldred Pond","LOT9211 2021-10-30 Aldred Pond","yes"
"2021-08-08",4117,"Ballon_Fish",388,"DragonFLy Park","LOT4117 2021-08-08 DragonFLy Park","no"
"2021-11-04",9729,"Item",781,"Tippecanoe Lake","LOT9729 2021-11-04 Tippecanoe Lake","yes"
"2021-10-05",5250,"File_Fish",467,"Beaverdam Creek","LOT5250 2021-10-05 Beaverdam Creek","no"
"2021-09-29",3603,"Angel_Fish",352,"Lake Birchwood","LOT3603 2021-09-29 Lake Birchwood","no"
"2021-08-13",7124,"Jumbo Lump Crab MEat",599,"Windmill Pond","LOT7124 2021-08-13 Windmill Pond","yes"
"2022-05-17",6697,"Red_Snaper_Fish",569,"Horsepen Pond","LOT6697 2022-05-17 Horsepen Pond","no"
"2022-06-21",6338,"Red_Snaper_Fish",544,"Horsepen Pond","LOT6338 2022-06-21 Horsepen Pond","no"
"2022-06-20",739,"Shrimp",152,"Pond Area Fishing","LOT739 2022-06-20 Pond Area Fishing","no"
"2023-01-30",2272,"Tuna",259,"Scout high point fishing","LOT2272 2023-01-30 Scout high point fishing","no"
"2021-10-01",138,"Salmon",110,"Outshore Fishing Area","LOT138 2021-10-01 Outshore Fishing Area","no"
"2022-05-29",6953,"Jumbo Lump Crab MEat",587,"Windmill Pond","LOT6953 2022-05-29 Windmill Pond","no"
"2022-05-17",1910,"Lobster",234,"Scout high point fishing","LOT1910 2022-05-17 Scout high point fishing","no"
"2022-06-09",4394,"Cat_Fish",408,"Quail Ridge Lake Access","LOT4394 2022-06-09 Quail Ridge Lake Access","no"
"2021-09-12",8671,"Claws Crab Meat",707,"Fishing Pier","LOT8671 2021-09-12 Fishing Pier","yes"
"2021-11-29",7611,"Lump Crab Meat",633,"Silver Lake Regional Park","LOT7611 2021-11-29 Silver Lake Regional Park","yes"
"2023-02-11",9134,"COLOSSAL LUMP crab Meat",739,"Aldred Pond","LOT9134 2023-02-11 Aldred Pond","yes"
"2022-09-30",8181,"Cocktail Claws Carb Meat",673,"Fishing Pier","LOT8181 2022-09-30 Fishing Pier","yes"
"2022-05-11",99,"Salmon",107,"Outshore Fishing Area","LOT99 2022-05-11 Outshore Fishing Area","no"
"2022-05-11",1979,"Lobster",238,"Scout high point fishing","LOT1979 2022-05-11 Scout high point fishing","no"
"2022-10-02",2578,"Tuna",280,"Feild Point Fishing","LOT2578 2022-10-02 Feild Point Fishing","no"
"2022-09-14",3510,"Angel_Fish",346,"Lake Birchwood","LOT3510 2022-09-14 Lake Birchwood","no"
"2021-09-06",5055,"File_Fish",454,"Beaverdam Creek","LOT5055 2021-09-06 Beaverdam Creek","no"
"2022-12-26",3281,"Angel_Fish",330,"Lake Birchwood","LOT3281 2022-12-26 Lake Birchwood","no"
"2022-06-16",3105,"White_Fish",317,"Feild Point Fishing","LOT3105 2022-06-16 Feild Point Fishing","no"
"2021-11-15",8557,"Claws Crab Meat",699,"Fishing Pier","LOT8557 2021-11-15 Fishing Pier","yes"
"2021-08-17",4896,"File_Fish",443,"Quail Ridge Lake Access","LOT4896 2021-08-17 Quail Ridge Lake Access","no"
"2022-03-13",8798,"Claws Crab Meat",716,"Aldred Pond","LOT8798 2022-03-13 Aldred Pond","yes"
