"Date of Cooling","Location_ID","Lot_ID","Sprouts_receipt Date","Initial_Packing_Date","Subsequent_ID","Harvested_Date","IP_ID","Item_Type","Quantity","Harvesting_ID","Field_ID","Mobile_ID","Outbreak"
"R4165",47,"LOT4165 2022-02-22_47","2022-03-06","2022-03-07","4165","2022-02-22","IP4165","Wheatgrass Sprouts",469,505,17,102,"no"
"R4166",107,"LOT4166 2022-06-22_107","2022-07-09","2022-07-09","4166","2022-06-22","IP4166","Sunflower Sprouts",816,1156,39,231,"no"
"R4167",103,"LOT4167 2023-02-22_103","2023-03-21","2023-03-21","4167","2023-02-22","IP4167","Onion Sprouts",794,1113,37,223,"no"
"R4168",104,"LOT4168 2022-10-02_104","2022-10-23","2022-10-23","4168","2022-10-02","IP4168","Sunflower Sprouts",804,1132,38,227,"no"
"R4169",76,"LOT4169 2022-06-04_76","2022-06-20","2022-06-21","4169","2022-06-04","IP4169","Mustard Sprouts",638,822,28,165,"no"
"R4170",6,"LOT4170 2022-12-05_6","2022-12-28","2022-12-28","4170","2022-12-05","IP4170","Alfalfa Sprouts",230,57,3,12,"no"
"R4171",81,"LOT4171 2022-04-03_81","2022-04-17","2022-04-17","4171","2022-04-03","IP4171","Soybean Sprouts",666,875,30,175,"no"
"R4172",111,"LOT4172 2022-11-05_111","2022-11-27","2022-11-28","4172","2022-11-05","IP4172","Sunflower Sprouts",843,1207,40,242,"no"
"R4173",138,"LOT4173 2023-02-14_138","2023-03-13","2023-03-13","4173","2023-02-14","IP4173","Chickpeas Sprouts",1000,1499,50,300,"yes"
"R4174",2,"LOT4174 2022-03-25_2","2022-04-07","2022-04-08","4174","2022-03-25","IP4174","Alfalfa Sprouts",206,12,1,3,"no"
"R4175",61,"LOT4175 2021-08-31_61","2021-09-06","2021-09-06","4175","2021-08-31","IP4175","Pumpkin Seed Sprouts",553,662,23,133,"no"
"R4176",6,"LOT4176 2021-10-14_6","2021-10-21","2021-10-21","4176","2021-10-14","IP4176","Alfalfa Sprouts",228,54,3,12,"no"
"R4177",136,"LOT4177 2022-08-03_136","2022-08-22","2022-08-22","4177","2022-08-03","IP4177","Chickpeas Sprouts",986,1473,49,295,"yes"
"R4178",14,"LOT4178 2023-02-28_14","2023-03-27","2023-03-27","4178","2023-02-28","IP4178","Mung Bean Sprouts",278,148,6,30,"no"
"R4179",48,"LOT4179 2021-08-30_48","2021-09-04","2021-09-05","4179","2021-08-30","IP4179","Wheatgrass Sprouts",475,516,18,104,"no"
"R4180",43,"LOT4180 2022-03-05_43","2022-03-18","2022-03-18","4180","2022-03-05","IP4180","Brocolli Sprouts",446,462,16,93,"no"
"R4181",30,"LOT4181 2023-02-06_30","2023-03-04","2023-03-04","4181","2023-02-06","IP4181","Radish Srpouts",371,321,11,65,"no"
"R4182",44,"LOT4182 2022-10-04_44","2022-10-25","2022-10-25","4182","2022-10-04","IP4182","Wheatgrass Sprouts",453,475,17,96,"no"
"R4183",24,"LOT4183 2022-12-23_24","2023-01-16","2023-01-17","4183","2022-12-23","IP4183","Red Clover Sprouts",334,253,9,51,"no"
"R4184",72,"LOT4184 2022-05-14_72","2022-05-29","2022-05-30","4184","2022-05-14","IP4184","Mustard Sprouts",613,774,26,155,"no"
"R4185",49,"LOT4185 2023-01-12_49","2023-02-06","2023-02-07","4185","2023-01-12","IP4185","Wheatgrass Sprouts",480,527,18,106,"no"
"R4186",87,"LOT4186 2022-08-18_87","2022-09-06","2022-09-06","4186","2022-08-18","IP4186","Green Lentil Sprouts",703,943,32,189,"no"
"R4187",40,"LOT4187 2022-03-16_40","2022-03-29","2022-03-30","4187","2022-03-16","IP4187","Brocolli Sprouts",428,427,15,86,"no"
"R4188",99,"LOT4188 2022-03-07_99","2022-03-20","2022-03-21","4188","2022-03-07","IP4188","Onion Sprouts",771,1071,36,214,"no"
"R4189",71,"LOT4189 2022-01-28_71","2022-02-08","2022-02-09","4189","2022-01-28","IP4189","Mustard Sprouts",611,770,26,154,"no"
"R4190",82,"LOT4190 2023-01-30_82","2023-02-25","2023-02-25","4190","2023-01-30","IP4190","Soybean Sprouts",673,887,30,178,"no"
"R4191",129,"LOT4191 2021-08-13_129","2021-08-17","2021-08-18","4191","2021-08-13","IP4191","Seasame Sprouts",948,1402,47,280,"yes"
"R4192",99,"LOT4192 2022-10-17_99","2022-11-08","2022-11-08","4192","2022-10-17","IP4192","Onion Sprouts",775,1079,36,216,"no"
"R4193",12,"LOT4193 2021-10-27_12","2021-11-03","2021-11-04","4193","2021-10-27","IP4193","Mung Bean Sprouts",265,124,5,25,"no"
"R4194",8,"LOT4194 2022-06-22_8","2022-07-09","2022-07-10","4194","2022-06-22","IP4194","Alfalfa Sprouts",242,79,4,17,"no"
"R4195",35,"LOT4195 2022-05-07_35","2022-05-22","2022-05-23","4195","2022-05-07","IP4195","Radish Srpouts",399,374,13,75,"no"
"R4196",24,"LOT4196 2022-01-17_24","2022-01-27","2022-01-28","4196","2022-01-17","IP4196","Red Clover Sprouts",335,254,9,52,"no"
"R4197",53,"LOT4197 2022-05-12_53","2022-05-28","2022-05-28","4197","2022-05-12","IP4197","Kidney-Bean Sprouts",506,574,20,115,"no"
"R4198",62,"LOT4198 2022-02-10_62","2022-02-21","2022-02-22","4198","2022-02-10","IP4198","Pumpkin Seed Sprouts",556,669,23,134,"no"
"R4199",57,"LOT4199 2021-08-11_57","2021-08-15","2021-08-16","4199","2021-08-11","IP4199","Kidney-Bean Sprouts",526,611,21,123,"no"
"R4200",81,"LOT4200 2022-01-04_81","2022-01-15","2022-01-15","4200","2022-01-04","IP4200","Soybean Sprouts",669,881,30,176,"no"
"R4201",136,"LOT4201 2022-01-18_136","2022-01-28","2022-01-29","4201","2022-01-18","IP4201","Chickpeas Sprouts",990,1482,49,296,"yes"
"R4202",124,"LOT4202 2022-05-16_124","2022-05-31","2022-06-01","4202","2022-05-16","IP4202","Seasame Sprouts",918,1346,45,269,"no"
"R4203",49,"LOT4203 2021-08-05_49","2021-08-09","2021-08-10","4203","2021-08-05","IP4203","Wheatgrass Sprouts",483,532,18,107,"no"
"R4204",19,"LOT4204 2022-11-23_19","2022-12-16","2022-12-16","4204","2022-11-23","IP4204","Red Clover Sprouts",306,200,7,41,"no"
"R4205",39,"LOT4205 2021-11-17_39","2021-11-26","2021-11-26","4205","2021-11-17","IP4205","Brocolli Sprouts",421,415,15,84,"no"
"R4206",24,"LOT4206 2021-11-18_24","2021-11-27","2021-11-28","4206","2021-11-18","IP4206","Red Clover Sprouts",332,248,9,50,"no"
"R4207",88,"LOT4207 2022-10-24_88","2022-11-15","2022-11-15","4207","2022-10-24","IP4207","Green Lentil Sprouts",706,950,32,190,"no"
"R4208",52,"LOT4208 2021-11-11_52","2021-11-19","2021-11-20","4208","2021-11-11","IP4208","Wheatgrass Sprouts",496,555,19,112,"no"
"R4209",80,"LOT4209 2021-09-05_80","2021-09-10","2021-09-11","4209","2021-09-05","IP4209","Soybean Sprouts",663,868,29,174,"no"
"R4210",25,"LOT4210 2023-02-16_25","2023-03-14","2023-03-14","4210","2023-02-16","IP4210","Red Clover Sprouts",342,267,10,54,"no"
"R4211",53,"LOT4211 2021-09-12_53","2021-09-18","2021-09-18","4211","2021-09-12","IP4211","Kidney-Bean Sprouts",501,566,19,114,"no"
"R4212",76,"LOT4212 2022-05-03_76","2022-05-18","2022-05-18","4212","2022-05-03","IP4212","Mustard Sprouts",640,826,28,166,"no"
"R4213",99,"LOT4213 2022-02-14_99","2022-02-26","2022-02-26","4213","2022-02-14","IP4213","Onion Sprouts",772,1072,36,215,"no"
"R4214",110,"LOT4214 2022-02-04_110","2022-02-15","2022-02-16","4214","2022-02-04","IP4214","Sunflower Sprouts",839,1199,40,240,"no"
"R4215",30,"LOT4215 2022-12-15_30","2023-01-08","2023-01-08","4215","2022-12-15","IP4215","Radish Srpouts",372,324,12,65,"no"
"R4216",89,"LOT4216 2023-01-02_89","2023-01-26","2023-01-26","4216","2023-01-02","IP4216","Green Lentil Sprouts",711,959,32,192,"no"
"R4217",133,"LOT4217 2021-11-20_133","2021-11-29","2021-11-29","4217","2021-11-20","IP4217","Chickpeas Sprouts",970,1444,48,289,"yes"
"R4218",38,"LOT4218 2021-10-15_38","2021-10-22","2021-10-23","4218","2021-10-15","IP4218","Brocolli Sprouts",414,402,14,81,"no"
"R4219",122,"LOT4219 2021-11-13_122","2021-11-22","2021-11-22","4219","2021-11-13","IP4219","Seasame Sprouts",905,1321,44,264,"no"
"R4220",75,"LOT4220 2022-06-28_75","2022-07-15","2022-07-15","4220","2022-06-28","IP4220","Mustard Sprouts",630,807,27,162,"no"
"R4221",76,"LOT4221 2022-06-26_76","2022-07-13","2022-07-13","4221","2022-06-26","IP4221","Mustard Sprouts",641,827,28,166,"no"
"R4222",92,"LOT4222 2022-02-28_92","2022-03-12","2022-03-13","4222","2022-02-28","IP4222","Green Lentil Sprouts",729,991,33,199,"no"
"R4223",82,"LOT4223 2021-12-31_82","2022-01-10","2022-01-11","4223","2021-12-31","IP4223","Soybean Sprouts",674,889,30,178,"no"
"R4224",103,"LOT4224 2021-09-11_103","2021-09-16","2021-09-17","4224","2021-09-11","IP4224","Onion Sprouts",797,1119,38,224,"no"
"R4225",78,"LOT4225 2021-09-16_78","2021-09-22","2021-09-23","4225","2021-09-16","IP4225","Soybean Sprouts",650,844,29,169,"no"
"R4226",90,"LOT4226 2022-04-16_90","2022-04-30","2022-05-01","4226","2022-04-16","IP4226","Green Lentil Sprouts",718,972,33,195,"no"
"R4227",121,"LOT4227 2022-03-21_121","2022-04-04","2022-04-04","4227","2022-03-21","IP4227","Seasame Sprouts",901,1314,44,263,"no"
"R4228",1,"LOT4228 2022-05-06_1","2022-05-21","2022-05-22","4228","2022-05-06","IP4228","Alfalfa Sprouts",202,4,1,2,"no"
"R4229",104,"LOT4229 2023-01-12_104","2023-02-06","2023-02-06","4229","2023-01-12","IP4229","Onion Sprouts",799,1124,38,225,"no"
"R4230",101,"LOT4230 2022-09-14_101","2022-10-04","2022-10-04","4230","2022-09-14","IP4230","Onion Sprouts",784,1095,37,219,"no"
"R4231",47,"LOT4231 2021-10-28_47","2021-11-05","2021-11-06","4231","2021-10-28","IP4231","Wheatgrass Sprouts",470,506,18,102,"no"
"R4232",40,"LOT4232 2023-02-08_40","2023-03-06","2023-03-06","4232","2023-02-08","IP4232","Brocolli Sprouts",426,424,15,85,"no"
"R4233",16,"LOT4233 2021-10-02_16","2021-10-08","2021-10-09","4233","2021-10-02","IP4233","Mung Bean Sprouts",289,167,6,34,"no"
"R4234",22,"LOT4234 2021-10-01_22","2021-10-08","2021-10-09","4234","2021-10-01","IP4234","Red Clover Sprouts",325,236,9,48,"no"
"R4235",8,"LOT4235 2023-01-24_8","2023-02-19","2023-02-19","4235","2023-01-24","IP4235","Alfalfa Sprouts",238,72,3,15,"no"
"R4236",125,"LOT4236 2023-02-10_125","2023-03-08","2023-03-09","4236","2023-02-10","IP4236","Seasame Sprouts",922,1354,45,271,"yes"
"R4237",39,"LOT4237 2021-12-03_39","2021-12-12","2021-12-13","4237","2021-12-03","IP4237","Brocolli Sprouts",424,421,15,85,"no"
"R4238",99,"LOT4238 2022-07-09_99","2022-07-26","2022-07-27","4238","2022-07-09","IP4238","Onion Sprouts",772,1073,36,215,"no"
"R4239",88,"LOT4239 2022-05-20_88","2022-06-05","2022-06-05","4239","2022-05-20","IP4239","Green Lentil Sprouts",706,948,32,190,"no"
"R4240",52,"LOT4240 2022-08-11_52","2022-08-30","2022-08-30","4240","2022-08-11","IP4240","Wheatgrass Sprouts",499,562,19,113,"no"
"R4241",91,"LOT4241 2022-06-30_91","2022-07-17","2022-07-17","4241","2022-06-30","IP4241","Green Lentil Sprouts",725,984,33,197,"no"
"R4242",85,"LOT4242 2021-12-18_85","2021-12-28","2021-12-29","4242","2021-12-18","IP4242","Soybean Sprouts",692,922,31,185,"no"
"R4243",115,"LOT4243 2022-11-07_115","2022-11-30","2022-11-30","4243","2022-11-07","IP4243","Pea Sprouts",866,1250,42,250,"no"
"R4244",13,"LOT4244 2022-08-02_13","2022-08-21","2022-08-21","4244","2022-08-02","IP4244","Mung Bean Sprouts",269,130,5,27,"no"
"R4245",135,"LOT4245 2022-02-19_135","2022-03-03","2022-03-03","4245","2022-02-19","IP4245","Chickpeas Sprouts",985,1472,49,294,"yes"
"R4246",108,"LOT4246 2021-11-20_108","2021-11-28","2021-11-29","4246","2021-11-20","IP4246","Sunflower Sprouts",826,1174,39,235,"no"
"R4247",47,"LOT4247 2021-09-01_47","2021-09-06","2021-09-07","4247","2021-09-01","IP4247","Wheatgrass Sprouts",469,504,17,101,"no"
"R4248",119,"LOT4248 2022-11-02_119","2022-11-24","2022-11-24","4248","2022-11-02","IP4248","Pea Sprouts",887,1288,43,258,"no"
"R4249",76,"LOT4249 2022-09-24_76","2022-10-15","2022-10-15","4249","2022-09-24","IP4249","Mustard Sprouts",636,818,28,164,"no"
"R4250",133,"LOT4250 2022-01-12_133","2022-01-23","2022-01-24","4250","2022-01-12","IP4250","Chickpeas Sprouts",973,1450,48,290,"yes"
"R4251",122,"LOT4251 2022-09-19_122","2022-10-10","2022-10-10","4251","2022-09-19","IP4251","Seasame Sprouts",909,1330,44,266,"no"
"R4252",123,"LOT4252 2021-09-14_123","2021-09-20","2021-09-21","4252","2021-09-14","IP4252","Seasame Sprouts",913,1337,45,267,"no"
"R4253",65,"LOT4253 2022-10-21_65","2022-11-11","2022-11-12","4253","2022-10-21","IP4253","Pumpkin Seed Sprouts",576,705,24,141,"no"
"R4254",28,"LOT4254 2021-08-28_28","2021-09-02","2021-09-03","4254","2021-08-28","IP4254","Radish Srpouts",359,299,11,60,"no"
"R4255",41,"LOT4255 2022-01-07_41","2022-01-17","2022-01-18","4255","2022-01-07","IP4255","Brocolli Sprouts",434,440,15,89,"no"
"R4256",93,"LOT4256 2022-03-25_93","2022-04-08","2022-04-08","4256","2022-03-25","IP4256","Green Lentil Sprouts",739,1011,34,202,"no"
"R4257",85,"LOT4257 2022-05-28_85","2022-06-13","2022-06-13","4257","2022-05-28","IP4257","Soybean Sprouts",691,921,31,185,"no"
"R4258",43,"LOT4258 2021-12-10_43","2021-12-20","2021-12-20","4258","2021-12-10","IP4258","Brocolli Sprouts",445,461,16,93,"no"
"R4259",99,"LOT4259 2023-02-20_99","2023-03-18","2023-03-18","4259","2023-02-20","IP4259","Onion Sprouts",775,1078,36,216,"no"
"R4260",133,"LOT4260 2022-03-24_133","2022-04-06","2022-04-07","4260","2022-03-24","IP4260","Chickpeas Sprouts",969,1442,48,288,"yes"
"R4261",65,"LOT4261 2022-07-25_65","2022-08-13","2022-08-13","4261","2022-07-25","IP4261","Pumpkin Seed Sprouts",576,705,24,141,"no"
"R4262",55,"LOT4262 2021-11-27_55","2021-12-05","2021-12-06","4262","2021-11-27","IP4262","Kidney-Bean Sprouts",518,597,20,120,"no"
"R4263",111,"LOT4263 2022-09-11_111","2022-10-01","2022-10-02","4263","2022-09-11","IP4263","Sunflower Sprouts",845,1209,40,242,"no"
"R4264",4,"LOT4264 2022-08-22_4","2022-09-11","2022-09-11","4264","2022-08-22","IP4264","Alfalfa Sprouts",216,32,2,7,"no"
"R4265",7,"LOT4265 2022-03-05_7","2022-03-17","2022-03-18","4265","2022-03-05","IP4265","Alfalfa Sprouts",235,67,3,14,"no"
"R4266",59,"LOT4266 2022-12-21_59","2023-01-14","2023-01-14","4266","2022-12-21","IP4266","Kidney-Bean Sprouts",537,633,22,127,"no"
"R4267",75,"LOT4267 2023-02-19_75","2023-03-17","2023-03-17","4267","2023-02-19","IP4267","Mustard Sprouts",629,805,27,161,"no"
"R4268",133,"LOT4268 2021-10-19_133","2021-10-26","2021-10-27","4268","2021-10-19","IP4268","Chickpeas Sprouts",968,1441,48,288,"yes"
"R4269",20,"LOT4269 2022-04-19_20","2022-05-03","2022-05-04","4269","2022-04-19","IP4269","Red Clover Sprouts",312,210,8,43,"no"
"R4270",31,"LOT4270 2022-08-25_31","2022-09-13","2022-09-13","4270","2022-08-25","IP4270","Radish Srpouts",377,332,12,67,"no"
"R4271",59,"LOT4271 2021-09-10_59","2021-09-15","2021-09-16","4271","2021-09-10","IP4271","Kidney-Bean Sprouts",539,637,22,128,"no"
"R4272",17,"LOT4272 2021-09-05_17","2021-09-11","2021-09-12","4272","2021-09-05","IP4272","Mung Bean Sprouts",292,174,7,35,"no"
"R4273",86,"LOT4273 2022-07-27_86","2022-08-14","2022-08-15","4273","2022-07-27","IP4273","Soybean Sprouts",699,936,32,188,"no"
"R4274",101,"LOT4274 2023-02-06_101","2023-03-05","2023-03-05","4274","2023-02-06","IP4274","Onion Sprouts",784,1096,37,219,"no"
"R4275",81,"LOT4275 2022-04-30_81","2022-05-15","2022-05-16","4275","2022-04-30","IP4275","Soybean Sprouts",668,878,30,176,"no"
"R4276",19,"LOT4276 2023-02-15_19","2023-03-14","2023-03-14","4276","2023-02-15","IP4276","Red Clover Sprouts",303,195,7,40,"no"
"R4277",36,"LOT4277 2021-09-21_36","2021-09-27","2021-09-28","4277","2021-09-21","IP4277","Brocolli Sprouts",404,384,14,77,"no"
"R4278",47,"LOT4278 2022-01-25_47","2022-02-05","2022-02-05","4278","2022-01-25","IP4278","Wheatgrass Sprouts",471,508,18,102,"no"
"R4279",64,"LOT4279 2022-01-10_64","2022-01-20","2022-01-21","4279","2022-01-10","IP4279","Pumpkin Seed Sprouts",569,693,24,139,"no"
"R4280",83,"LOT4280 2022-01-19_83","2022-01-29","2022-01-30","4280","2022-01-19","IP4280","Soybean Sprouts",679,898,30,180,"no"
"R4281",53,"LOT4281 2021-10-16_53","2021-10-23","2021-10-24","4281","2021-10-16","IP4281","Kidney-Bean Sprouts",503,568,20,114,"no"
"R4282",104,"LOT4282 2021-09-25_104","2021-10-01","2021-10-02","4282","2021-09-25","IP4282","Sunflower Sprouts",800,1126,38,225,"no"
"R4283",70,"LOT4283 2023-01-07_70","2023-02-01","2023-02-01","4283","2023-01-07","IP4283","Mustard Sprouts",604,759,26,152,"no"
"R4284",121,"LOT4284 2022-07-14_121","2022-08-01","2022-08-01","4284","2022-07-14","IP4284","Seasame Sprouts",901,1314,44,263,"no"
"R4285",48,"LOT4285 2022-05-30_48","2022-06-15","2022-06-15","4285","2022-05-30","IP4285","Wheatgrass Sprouts",473,512,18,103,"no"
"R4286",15,"LOT4286 2022-08-12_15","2022-08-31","2022-08-31","4286","2022-08-12","IP4286","Mung Bean Sprouts",282,155,6,32,"no"
"R4287",125,"LOT4287 2023-02-19_125","2023-03-18","2023-03-18","4287","2023-02-19","IP4287","Seasame Sprouts",921,1353,45,271,"yes"
"R4288",127,"LOT4288 2021-09-23_127","2021-09-29","2021-09-30","4288","2021-09-23","IP4288","Seasame Sprouts",933,1375,46,275,"yes"
"R4289",109,"LOT4289 2021-12-26_109","2022-01-05","2022-01-06","4289","2021-12-26","IP4289","Sunflower Sprouts",831,1184,40,237,"no"
"R4290",65,"LOT4290 2022-02-06_65","2022-02-18","2022-02-18","4290","2022-02-06","IP4290","Pumpkin Seed Sprouts",572,697,24,140,"no"
"R4291",72,"LOT4291 2022-11-13_72","2022-12-05","2022-12-06","4291","2022-11-13","IP4291","Mustard Sprouts",614,776,26,156,"no"
"R4292",116,"LOT4292 2022-10-06_116","2022-10-27","2022-10-27","4292","2022-10-06","IP4292","Pea Sprouts",873,1262,42,253,"no"
"R4293",15,"LOT4293 2022-03-28_15","2022-04-11","2022-04-11","4293","2022-03-28","IP4293","Mung Bean Sprouts",280,151,6,31,"no"
"R4294",47,"LOT4294 2021-11-05_47","2021-11-12","2021-11-13","4294","2021-11-05","IP4294","Wheatgrass Sprouts",471,508,18,102,"no"
"R4295",84,"LOT4295 2023-01-14_84","2023-02-08","2023-02-08","4295","2023-01-14","IP4295","Soybean Sprouts",684,908,31,182,"no"
"R4296",35,"LOT4296 2022-01-28_35","2022-02-08","2022-02-09","4296","2022-01-28","IP4296","Radish Srpouts",397,369,13,74,"no"
"R4297",12,"LOT4297 2022-09-07_12","2022-09-27","2022-09-28","4297","2022-09-07","IP4297","Mung Bean Sprouts",267,126,5,26,"no"
"R4298",32,"LOT4298 2022-03-26_32","2022-04-09","2022-04-09","4298","2022-03-26","IP4298","Radish Srpouts",378,335,12,68,"no"
"R4299",61,"LOT4299 2022-01-19_61","2022-01-30","2022-01-31","4299","2022-01-19","IP4299","Pumpkin Seed Sprouts",550,657,22,132,"no"
"R4300",19,"LOT4300 2021-08-08_19","2021-08-13","2021-08-13","4300","2021-08-08","IP4300","Red Clover Sprouts",307,201,8,41,"no"
"R4301",102,"LOT4301 2023-01-12_102","2023-02-06","2023-02-06","4301","2023-01-12","IP4301","Onion Sprouts",792,1110,37,222,"no"
"R4302",114,"LOT4302 2022-05-21_114","2022-06-06","2022-06-06","4302","2022-05-21","IP4302","Pea Sprouts",861,1239,41,248,"no"
"R4303",134,"LOT4303 2021-11-04_134","2021-11-11","2021-11-12","4303","2021-11-04","IP4303","Chickpeas Sprouts",977,1457,49,291,"yes"
"R4304",106,"LOT4304 2023-01-13_106","2023-02-07","2023-02-07","4304","2023-01-13","IP4304","Sunflower Sprouts",816,1154,39,231,"no"
"R4305",43,"LOT4305 2022-06-12_43","2022-06-29","2022-06-30","4305","2022-06-12","IP4305","Brocolli Sprouts",446,462,16,93,"no"
"R4306",9,"LOT4306 2022-10-20_9","2022-11-11","2022-11-11","4306","2022-10-20","IP4306","Alfalfa Sprouts",244,84,4,18,"no"
"R4307",116,"LOT4307 2022-03-20_116","2022-04-02","2022-04-03","4307","2022-03-20","IP4307","Pea Sprouts",873,1262,42,253,"no"
"R4308",92,"LOT4308 2022-07-29_92","2022-08-16","2022-08-17","4308","2022-07-29","IP4308","Green Lentil Sprouts",732,998,34,200,"no"
"R4309",7,"LOT4309 2022-01-31_7","2022-02-12","2022-02-12","4309","2022-01-31","IP4309","Alfalfa Sprouts",232,62,3,13,"no"
"R4310",66,"LOT4310 2022-04-17_66","2022-05-01","2022-05-01","4310","2022-04-17","IP4310","Pumpkin Seed Sprouts",580,713,24,143,"no"
"R4311",66,"LOT4311 2022-03-13_66","2022-03-26","2022-03-27","4311","2022-03-13","IP4311","Pumpkin Seed Sprouts",580,713,24,143,"no"
"R4312",53,"LOT4312 2022-06-06_53","2022-06-22","2022-06-23","4312","2022-06-06","IP4312","Kidney-Bean Sprouts",502,567,20,114,"no"
"R4313",24,"LOT4313 2022-02-08_24","2022-02-20","2022-02-21","4313","2022-02-08","IP4313","Red Clover Sprouts",334,251,9,51,"no"
"R4314",73,"LOT4314 2022-10-30_73","2022-11-21","2022-11-21","4314","2022-10-30","IP4314","Mustard Sprouts",622,791,27,159,"no"
"R4315",122,"LOT4315 2022-04-05_122","2022-04-19","2022-04-20","4315","2022-04-05","IP4315","Seasame Sprouts",907,1326,44,265,"no"
"R4316",110,"LOT4316 2022-03-20_110","2022-04-03","2022-04-03","4316","2022-03-20","IP4316","Sunflower Sprouts",836,1194,40,239,"no"
"R4317",37,"LOT4317 2021-11-01_37","2021-11-08","2021-11-09","4317","2021-11-01","IP4317","Brocolli Sprouts",412,399,14,80,"no"
"R4318",63,"LOT4318 2021-08-22_63","2021-08-27","2021-08-28","4318","2021-08-22","IP4318","Pumpkin Seed Sprouts",563,680,23,137,"no"
"R4319",100,"LOT4319 2022-07-25_100","2022-08-12","2022-08-12","4319","2022-07-25","IP4319","Onion Sprouts",780,1089,37,218,"no"
"R4320",16,"LOT4320 2022-10-29_16","2022-11-20","2022-11-20","4320","2022-10-29","IP4320","Mung Bean Sprouts",286,163,6,33,"no"
"R4321",116,"LOT4321 2021-09-28_116","2021-10-04","2021-10-05","4321","2021-09-28","IP4321","Pea Sprouts",873,1263,42,253,"no"
"R4322",71,"LOT4322 2022-02-03_71","2022-02-15","2022-02-16","4322","2022-02-03","IP4322","Mustard Sprouts",607,764,26,153,"no"
"R4323",81,"LOT4323 2021-11-22_81","2021-11-30","2021-12-01","4323","2021-11-22","IP4323","Soybean Sprouts",664,871,29,175,"no"
"R4324",98,"LOT4324 2022-01-14_98","2022-01-24","2022-01-25","4324","2022-01-14","IP4324","Onion Sprouts",768,1065,36,213,"no"
"R4325",36,"LOT4325 2021-08-09_36","2021-08-13","2021-08-14","4325","2021-08-09","IP4325","Brocolli Sprouts",406,387,14,78,"no"
"R4326",105,"LOT4326 2023-01-13_105","2023-02-07","2023-02-07","4326","2023-01-13","IP4326","Sunflower Sprouts",809,1143,38,229,"no"
